date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:59:17	819/819	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed465-333%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/sensor-pink.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/sensor-pink.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:17	586/586	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed466-24a%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/right-arrow-black.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/right-arrow-black.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:17	5731/5731	---M--	200	added ('OK')	image/png	etag:%22688ed3e3-1663%22	https://templates.hibotheme.com/aixio/default/assets/img/trusted-client-white.png	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/trusted-client-white.png	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:17	369/369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed45c-171%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/quote-pink.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/quote-pink.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:18	21689/21689	---M--	200	added ('OK')	image/jpeg	etag:%22688ed421-54b9%22	https://templates.hibotheme.com/aixio/default/assets/img/clients/client-1.jpg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/clients/client-1.jpg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:18	19459/19459	---M--	200	added ('OK')	image/jpeg	etag:%22688ed421-4c03%22	https://templates.hibotheme.com/aixio/default/assets/img/clients/client-2.jpg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/clients/client-2.jpg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:18	20660/20660	---M--	200	added ('OK')	image/jpeg	etag:%22688ed420-50b4%22	https://templates.hibotheme.com/aixio/default/assets/img/clients/client-3.jpg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/clients/client-3.jpg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:18	527/527	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed45e-20f%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/left-arrow-black.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/left-arrow-black.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:19	1430/1430	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed461-596%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/lock.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/lock.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:19	18246/18246	---M--	200	added ('OK')	image/png	etag:%22688ed445-4746%22	https://templates.hibotheme.com/aixio/default/assets/img/about/ai-logo.png	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/about/ai-logo.png	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:19	1988/1988	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed45d-7c4%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/shield-white.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/shield-white.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:19	167545/167545	---M--	200	added ('OK')	image/jpeg	etag:%22688ed448-28e79%22	https://templates.hibotheme.com/aixio/default/assets/img/about/ai-img-1.jpg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/about/ai-img-1.jpg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:19	1989/1989	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed464-7c5%22	https://templates.hibotheme.com/aixio/default/assets/img/icons/shield-blue.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/icons/shield-blue.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:20	4238/4238	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed430-108e%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-1.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-1.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:20	6196/6196	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed430-1834%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-2.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-2.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:20	6310/6310	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed430-18a6%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-3.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-3.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:20	4163/4163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed430-1043%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-4.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-4.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:21	6367/6367	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed431-18df%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-5.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-5.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:21	1019/1019	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed432-3fb%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-6.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-6.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:21	3890/3890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed431-f32%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-7.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-7.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:21	5612/5612	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22688ed432-15ec%22	https://templates.hibotheme.com/aixio/default/assets/img/brand/brand-8.svg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/brand/brand-8.svg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
13:59:22	83297/83297	---M--	200	added ('OK')	image/jpeg	etag:%22688ed457-14561%22	https://templates.hibotheme.com/aixio/default/assets/img/team/team-thumb-1.jpg	C:/Users/user/Desktop/ai/templates.hibotheme.com/aixio/default/assets/img/team/team-thumb-1.jpg	(from https://templates.hibotheme.com/aixio/default/about-us.html)
